Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,45.03636667,-65.23333333,45.21621667,-64.68106667
V2,45.04821212,-65.23333333,45.22489394,-64.69415152
V3,45.06005758,-65.23333333,45.23357121,-64.70723636
V4,45.07190303,-65.23333333,45.24224848,-64.72032121
V5,45.08374848,-65.23333333,45.25092576,-64.73340606
V6,45.09559394,-65.23333333,45.25960303,-64.74649091
V1,45.10743939,-65.23333333,45.2682803,-64.75957576
V2,45.11928485,-65.23333333,45.27695758,-64.77266061
V3,45.1311303,-65.23333333,45.28563485,-64.78574545
V4,45.14297576,-65.23333333,45.29431212,-64.7988303
V5,45.15482121,-65.23333333,45.30298939,-64.81191515
V6,45.16666667,-65.23333333,45.31166667,-64.825
