Vessel,Start Lat,Start Lon,End Lat,End Lon
,4502.182,6514,4512.973,6440.864
,4502.783385,6514,4513.413538,6441.528308
,4503.384769,6514,4513.854077,6442.192615
,4503.986154,6514,4514.294615,6442.856923
,4504.587538,6514,4514.735154,6443.521231
,4505.188923,6514,4515.175692,6444.185538
,4505.790308,6514,4515.616231,6444.849846
,4506.391692,6514,4516.056769,6445.514154
,4506.993077,6514,4516.497308,6446.178462
,4507.594462,6514,4516.937846,6446.842769
,4508.195846,6514,4517.378385,6447.507077
,4508.797231,6514,4517.818923,6448.171385
,4509.398615,6514,4518.259462,6448.835692
,4510,6514,4518.7,6449.5
